fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
6.6,0.17,0.28,1.1,34,55.0,108.0,98.939,3.0,0.52,white
6.6,0.19,0.28,11.8,42,54.0,137.0,99.492,3.18,0.37,white
5.8,0.2,0.24,1.4,33,65.0,169.0,99.043,3.59,0.56,white
6.6,0.39,0.38,9.7,53,49.0,226.0,99.787,3.3,0.57,white
6.8,0.12,0.3,12.9,49,32.0,88.0,99.654,3.2,0.35,white
6.6,295,0.24,1.6,39,29.0,140.0,99.304,3.35,0.61,white
6.6,0.26,0.24,7.2,38,28.0,137.0,9.952,3.35,0.6,white
7.0,0.32,0.27,7.1,27,37.0,122.0,99.165,3.15,0.6,white
7.4,0.36,0.23,1.9,17,31.0,69.0,9.892,2.93,0.36,white
6.7,0.35,0.48,8.8,56,35.0,167.0,99.628,03.04,0.47,white
6.4,0.38,0.24,7.2,47,41.0,151.0,99.604,3.11,0.6,white
6.8,0.14,0.18,1.4,47,30.0,90.0,99.164,3.27,0.54,white
7.0,0.16,0.25,14.3,44,27.0,149.0,998,2.91,0.46,white
7.0,0.16,0.25,14.3,44,27.0,149.0,998,2.91,0.46,white
6.7,0.35,0.48,8.8,56,35.0,167.0,99.628,03.04,0.47,white
6.8,0.14,0.18,1.4,47,30.0,90.0,99.164,3.27,0.54,white
6.8,0.16,0.18,1.8,46,31.0,114.0,99.226,3.27,0.55,white
7.0,0.16,0.25,14.3,44,27.0,149.0,998,2.91,0.46,white
6.4,0.38,0.24,7.2,47,41.0,151.0,99.604,3.11,0.6,white
7.2,0.24,0.3,1.2,37,11.0,95.0,98.914,2.96,0.36,white
7.7,0.32,0.61,11.8,41,66.0,188.0,99.794,3.0,0.54,white
7.0,0.29,0.33,0.9,41,20.0,117.0,99.048,3.21,0.5,white
7.1,0.27,0.24,12.6,44,48.0,118.0,99.726,03.04,0.56,white
6.8,0.45,0.28,26.05,31,27.0,122.0,100.295,03.06,0.42,white
6.3,0.2,0.26,4.7,0.04,108.0,168.0,99.278,03.07,0.75,white
7.1,0.27,0.24,12.6,44,48.0,118.0,99.726,03.04,0.56,white
7.2,0.24,0.3,1.2,37,11.0,95.0,98.914,2.96,0.36,white
6.8,0.45,0.28,26.05,31,27.0,122.0,100.295,03.06,0.42,white
6.6,0.36,0.28,6.1,29,12.0,93.0,99.054,3.19,0.27,white
7.7,0.32,0.61,11.8,41,66.0,188.0,99.794,3.0,0.54,white
7.0,0.29,0.33,0.9,41,20.0,117.0,99.048,3.21,0.5,white
6.4,0.37,0.2,5.6,117,61.0,183.0,99.459,3.24,0.43,white
6.4,0.38,0.2,5.3,117,57.0,181.0,99.459,3.24,0.43,white
6.4,0.36,0.2,5.7,118,61.0,172.0,9.946,3.24,0.43,white
6.6,0.3,0.25,8.0,36,21.0,124.0,99.362,03.06,0.38,white
6.6,0.3,0.25,8.0,36,21.0,124.0,99.362,03.06,0.38,white
6.5,0.21,0.51,17.6,45,34.0,125.0,99.966,3.2,0.47,white
6.6,0.3,0.25,8.0,36,21.0,124.0,99.362,03.06,0.38,white
7.6,0.31,0.27,8.8,21,57.0,156.0,99.442,03.08,0.38,white
5.8,0.58,0.0,1.5,0.02,33.0,96.0,98.918,3.29,0.38,white
6.5,0.26,0.39,1.4,0.02,12.0,66.0,99.089,3.25,0.75,white
8.7,0.3,0.34,4.8,18,23.0,127.0,99.474,3.12,0.49,white
6.4,0.29,0.32,2.4,14,34.0,89.0,99.008,3.24,0.66,white
6.7,0.13,0.32,3.7,17,32.0,99.0,99.348,3.12,0.44,white
6.8,0.19,0.33,4.9,47,42.0,130.0,99.283,3.12,0.56,white
6.0,0.25,0.4,5.7,52,56.0,152.0,99.398,3.16,0.88,white
6.0,0.25,0.4,5.7,52,56.0,152.0,99.398,3.16,0.88,white
6.8,0.19,0.33,4.9,47,42.0,130.0,99.283,3.12,0.56,white
6.4,0.24,0.23,2.0,46,30.0,133.0,9.908,3.12,0.54,white
5.9,0.18,0.28,5.1,39,50.0,139.0,99.165,3.16,0.44,white
7.2,0.33,0.22,4.5,31,10.0,73.0,99.076,2.97,0.52,white
6.4,0.29,0.24,3.2,37,31.0,95.0,98.942,2.9,0.66,white
7.3,0.31,0.25,6.65,32,30.0,138.0,99.244,2.9,0.37,white
7.0,0.29,0.37,1.6,35,34.0,126.0,99.058,3.26,0.47,white
6.9,0.19,0.6,4.0,37,6.0,122.0,99.255,2.92,0.59,white
6.3,0.32,0.17,17.75,0.06,51.0,190.0,99.916,3.13,0.48,white
6.6,85,0.33,1.4,36,17.0,109.0,99.306,3.27,0.61,white
6.3,0.32,0.17,17.75,0.06,51.0,190.0,99.916,3.13,0.48,white
6.8,0.18,0.32,7.2,47,17.0,109.0,99.498,3.42,0.44,white
6.8,0.52,0.26,5.7,38,27.0,130.0,0.99,3.11,0.27,white
7.1,0.28,0.28,8.5,0.03,25.0,191.0,99.338,3.16,0.46,white
5.7,0.15,0.47,11.4,35,49.0,128.0,99.456,03.03,0.34,white
5.8,275,0.3,5.4,43,41.0,149.0,9.926,3.33,0.42,white
5.4,0.53,0.16,2.7,36,34.0,128.0,98.856,3.2,0.53,white
5.8,0.32,0.28,4.3,32,46.0,115.0,98.946,3.16,0.57,white
6.7,0.22,0.39,1.2,49,26.0,152.0,99.346,3.5,0.47,white
6.1,0.6,0.12,1.8,0.05,11.0,76.0,99.268,3.42,0.48,white
6.5,0.26,0.31,1.3,34,59.0,145.0,98.944,3.16,0.54,white
5.0,0.29,0.54,5.7,35,54.0,155.0,98.976,3.27,0.34,white
5.4,0.53,0.16,2.7,36,34.0,128.0,98.856,3.2,0.53,white
6.8,0.21,0.26,11.7,38,61.0,152.0,99.523,03.02,0.56,white
5.8,0.32,0.28,4.3,32,46.0,115.0,98.946,3.16,0.57,white
6.5,0.27,0.26,11.0,0.03,2.0,82.0,99.402,03.07,0.36,white
5.9,0.37,0.32,1.6,29,41.0,102.0,98.916,3.41,0.55,white
6.2,0.21,0.18,11.6,44,61.0,155.0,99.655,3.14,0.52,white
6.8,0.3,0.29,6.2,25,29.0,95.0,99.071,03.03,0.32,white
7.3,0.41,0.29,1.8,32,26.0,74.0,98.889,2.96,0.35,white
5.4,0.3,0.3,1.2,29,25.0,93.0,98.742,3.31,0.4,white
6.6,0.34,0.2,1.0,53,26.0,112.0,99.336,3.32,0.55,white
5.6,0.25,0.19,2.4,49,42.0,166.0,992,3.25,0.43,white
5.3,0.3,0.3,1.2,29,25.0,93.0,98.742,3.31,0.4,white
6.9,0.58,0.58,8.2,32,29.0,169.0,99.275,3.28,0.44,white
7.2,0.23,0.25,18.8,85,19.0,111.0,100.044,3.1,0.51,white
7.1,0.2,0.27,9.6,37,19.0,105.0,99.444,03.04,0.37,white
6.8,0.15,0.41,12.9,44,79.5,183.0,99.742,3.24,0.78,white
7.0,0.22,0.26,9.2,27,37.0,122.0,99.228,03.06,0.34,white
6.4,0.16,0.44,1.2,51,39.0,122.0,99.058,3.11,0.75,white
6.8,0.15,0.41,12.9,44,79.5,183.0,99.742,3.24,0.78,white
6.8,0.31,0.3,8.0,28,33.0,122.0,99.164,3.13,0.63,white
6.8,0.15,0.41,12.9,44,79.5,183.0,99.742,3.24,0.78,white
7.6,0.3,0.37,1.6,87,27.0,177.0,99.438,03.09,0.5,white
6.0,0.16,0.27,12.0,0.03,39.0,98.0,99.402,3.15,0.34,white
7.1,0.21,0.35,2.5,0.04,41.0,186.0,99.128,3.32,0.56,white
7.0,0.22,0.26,9.2,27,37.0,122.0,99.228,03.06,0.34,white
5.6,0.21,0.24,4.4,27,37.0,150.0,991,3.3,0.31,white
7.4,0.22,0.26,8.8,27,23.0,112.0,9.931,2.98,0.41,white
7.1,0.2,0.27,9.6,37,19.0,105.0,99.444,03.04,0.37,white
6.8,0.31,0.3,8.0,28,33.0,122.0,99.164,3.13,0.63,white
7.2,0.23,0.25,18.8,85,19.0,111.0,100.044,3.1,0.51,white
6.4,0.15,0.4,1.3,53,61.0,146.0,99.112,3.17,0.68,white
6.4,0.16,0.44,1.2,51,39.0,122.0,99.058,3.11,0.75,white
6.8,0.15,0.41,12.9,44,79.5,182.0,99.742,3.24,0.78,white
6.3,0.22,0.34,1.2,36,32.0,96.0,98.961,03.06,0.74,white
7.6,0.3,0.37,1.6,87,27.0,177.0,99.438,03.09,0.5,white
7.0,0.3,0.27,1.5,76,24.0,145.0,99.344,3.1,0.52,white
6.6,0.26,0.22,18.15,0.05,23.0,139.0,99.904,03.06,0.5,white
7.5,0.24,0.31,13.1,0.05,26.0,180.0,99.884,03.05,0.53,white
7.5,0.24,0.31,13.1,0.05,26.0,180.0,99.884,03.05,0.53,white
7.5,0.24,0.31,13.1,0.05,26.0,180.0,99.884,03.05,0.53,white
7.5,0.24,0.31,13.1,0.05,26.0,180.0,99.884,03.05,0.53,white
6.6,0.15,0.34,1.0,37,45.0,79.0,98.949,2.96,0.5,white
6.7,0.34,0.43,1.6,41,29.0,114.0,99.014,3.23,0.44,white
7.7,0.35,0.46,11.8,88,61.0,183.0,99.786,2.86,0.47,white
6.7,0.31,0.09,1.4,39,53.0,141.0,99.206,3.12,0.44,white
4.7,0.67,0.09,1.0,0.02,5.0,9.0,98.722,3.3,0.34,white
7.5,0.24,0.31,13.1,0.05,26.0,180.0,99.884,03.05,0.53,white
6.3,0.2,0.18,10.6,45,57.0,159.0,99.666,03.09,0.54,white
6.6,0.28,0.23,10.4,49,45.0,190.0,99.754,3.12,0.51,white
8.5,0.18,0.3,1.1,28,34.0,95.0,99.272,2.83,0.36,white
6.5,0.35,0.38,7.4,36,20.0,196.0,99.712,3.47,0.48,white
6.8,0.22,0.26,1.2,41,29.0,182.0,99.104,03.04,0.35,white
6.3,0.18,0.24,3.4,53,20.0,119.0,99.373,3.11,0.52,white
6.6,0.26,0.22,18.15,0.05,23.0,139.0,99.904,03.06,0.5,white
6.6,0.3,0.45,8.0,38,54.0,200.0,9.956,3.18,0.48,white
6.3,0.34,0.27,2.5,24,40.0,152.0,99.095,3.35,0.6,white
7.7,0.3,0.23,2.0,68,28.0,138.0,99.382,3.11,0.62,white
7.7,0.31,0.23,2.0,69,29.0,134.0,99.382,3.11,0.62,white
5.7,265,0.28,6.9,36,46.0,150.0,99.299,3.36,0.44,white
5.4,255,0.33,1.2,51,29.0,122.0,99.048,3.37,0.66,white
6.6,0.26,0.28,9.4,28,13.0,121.0,99.254,3.17,0.34,white
4.8,0.17,0.28,2.9,0.03,22.0,111.0,9.902,3.38,0.34,white
5.7,265,0.28,6.9,36,46.0,150.0,99.299,3.36,0.44,white
6.2,0.2,0.33,5.4,28,21.0,75.0,99.012,3.36,0.41,white
7.5,0.28,0.41,1.3,44,11.0,126.0,99.293,3.28,0.45,white
6.2,0.22,0.2,20.8,35,58.0,184.0,100.022,3.11,0.53,white
7.0,0.34,0.26,10.3,41,51.0,166.0,99.382,03.08,0.35,white
7.5,0.28,0.41,1.3,44,11.0,126.0,99.293,3.28,0.45,white
6.5,0.19,0.34,1.6,29,39.0,116.0,98.954,3.21,0.68,white
6.0,0.21,0.29,13.1,42,28.0,125.0,99.936,3.39,0.45,white
6.1,0.22,0.46,1.8,0.16,34.0,74.0,9.884,3.19,0.33,white
6.5,0.32,0.48,8.0,26,18.0,88.0,99.144,3.22,0.79,white
7.1,0.21,0.72,1.6,167,65.0,120.0,99.324,2.97,0.51,white
5.6,0.26,0.18,1.4,34,18.0,135.0,99.174,3.32,0.35,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
7.4,0.27,0.28,1.8,0.04,45.0,121.0,99.043,03.02,0.4,white
6.8,0.22,0.3,10.6,0.07,67.0,194.0,99.654,2.89,0.42,white
6.2,0.24,0.25,12.5,55,47.0,134.0,99.758,3.3,0.51,white
6.3,0.28,0.29,6.8,51,40.0,143.0,99.374,3.43,0.59,white
7.0,0.15,0.28,14.7,51,29.0,149.0,99.792,2.96,0.39,white
5.5,0.17,0.23,2.9,39,10.0,108.0,99.243,3.28,0.5,white
6.5,0.26,0.34,1.4,0.04,25.0,184.0,99.216,3.29,0.46,white
6.6,0.27,0.33,1.4,42,24.0,183.0,99.215,3.29,0.46,white
5.4,0.46,0.15,2.1,26,29.0,130.0,98.953,3.39,0.77,white
7.8,0.19,0.32,7.4,15,47.0,124.0,99.278,2.99,0.39,white
5.5,0.17,0.23,2.9,39,10.0,108.0,99.243,3.28,0.5,white
6.5,0.26,0.34,1.4,0.04,25.0,184.0,99.216,3.29,0.46,white
6.6,0.27,0.33,1.4,42,24.0,183.0,99.215,3.29,0.46,white
7.8,0.19,0.32,7.4,15,47.0,124.0,99.278,2.99,0.39,white
7.8,0.2,0.32,5.0,16,31.0,101.0,99.186,2.99,0.39,white
6.1,0.17,0.28,2.5,28,22.0,98.0,99.072,3.16,0.37,white
7.4,0.2,0.35,6.1,25,10.0,40.0,99.244,2.79,0.52,white
6.7,0.39,0.24,2.7,17,22.0,80.0,99.084,03.03,0.37,white
5.4,0.46,0.15,2.1,26,29.0,130.0,98.953,3.39,0.77,white
6.9,0.4,0.17,12.9,33,59.0,186.0,99.754,03.08,0.49,white
6.9,0.4,0.17,12.9,33,59.0,186.0,99.754,03.08,0.49,white
6.9,0.4,0.17,12.9,33,59.0,186.0,99.754,03.08,0.49,white
6.3,0.24,0.29,13.7,35,53.0,134.0,99.567,3.17,0.38,white
6.9,0.4,0.17,12.9,33,59.0,186.0,99.754,03.08,0.49,white
7.4,0.27,0.31,2.4,14,15.0,143.0,99.094,03.03,0.65,white
6.1,0.27,0.28,9.8,42,61.0,125.0,99.532,3.14,0.42,white
6.3,0.24,0.29,13.7,35,53.0,134.0,99.567,3.17,0.38,white
5.0,0.61,0.12,1.3,9,65.0,100.0,9.874,3.26,0.37,white
6.7,0.42,0.39,12.1,0.04,61.0,248.0,99.794,3.31,0.58,white
6.5,0.33,0.28,6.1,18,41.0,103.0,99.122,3.24,0.32,white
6.9,0.33,0.31,7.7,0.04,29.0,135.0,99.226,3.11,0.57,white
6.5,0.33,0.28,6.1,18,41.0,103.0,99.122,3.24,0.32,white
6.3,0.15,0.3,1.4,22,38.0,100.0,99.099,3.42,0.57,white
6.5,0.32,0.45,7.7,22,31.0,97.0,99.134,3.2,0.7,white
6.7,0.42,0.39,12.1,0.04,61.0,248.0,99.794,3.31,0.58,white
7.4,0.25,0.29,6.8,0.02,31.0,113.0,99.338,3.13,0.29,white
7.6,0.27,0.3,9.2,18,23.0,96.0,9.938,03.08,0.29,white
6.4,0.27,0.45,8.3,0.05,52.0,196.0,9.955,3.18,0.48,white
6.5,0.25,0.27,17.4,64,29.0,140.0,99.776,3.2,0.49,white
5.6,0.19,0.31,2.7,27,11.0,100.0,98.964,3.46,0.4,white
7.4,0.29,0.48,12.8,37,61.5,182.0,99.808,03.02,0.34,white
6.4,0.34,0.44,8.2,43,54.0,201.0,99.551,3.18,0.48,white
6.6,0.27,0.52,8.1,44,53.0,202.0,99.548,3.18,0.48,white
6.6,0.26,0.52,8.2,47,52.0,191.0,99.541,3.16,0.47,white
6.4,0.27,0.45,8.3,0.05,52.0,196.0,9.955,3.18,0.48,white
6.5,0.26,0.5,8.0,51,46.0,197.0,99.536,3.18,0.47,white
6.8,0.25,0.3,11.8,43,53.0,133.0,99.524,03.03,0.58,white
6.3,0.32,0.26,12.0,49,63.0,170.0,9.961,3.14,0.55,white
5.5,0.24,0.45,1.7,46,22.0,113.0,99.224,3.22,0.48,white
6.5,0.25,0.27,17.4,64,29.0,140.0,99.776,3.2,0.49,white
6.6,0.13,0.29,13.9,56,33.0,95.0,99.702,3.17,0.39,white
7.0,0.39,0.21,10.7,98,13.0,91.0,99.657,03.03,0.47,white
7.9,0.21,0.39,2.0,57,21.0,138.0,99.176,03.05,0.52,white
7.0,0.3,0.28,2.2,42,21.0,177.0,99.166,3.2,0.57,white
8.1,0.2,0.3,1.3,36,7.0,49.0,99.242,2.99,0.73,white
8.3,0.18,0.3,1.1,33,20.0,57.0,99.109,03.02,0.51,white
7.9,0.21,0.39,2.0,57,21.0,138.0,99.176,03.05,0.52,white
7.2,0.17,0.34,6.4,42,16.0,111.0,99.278,2.99,0.4,white
8.1,0.2,0.3,1.3,36,7.0,49.0,99.242,2.99,0.73,white
8.3,0.18,0.3,1.1,33,20.0,57.0,99.109,03.02,0.51,white
7.0,0.39,0.21,10.7,98,13.0,91.0,99.657,03.03,0.47,white
6.8,0.21,0.62,6.4,41,7.0,113.0,99.358,2.96,0.59,white
6.9,0.21,0.62,6.3,42,7.0,109.0,99.358,2.96,0.59,white
7.2,0.17,0.34,6.4,42,16.0,111.0,99.278,2.99,0.4,white
6.8,0.26,0.34,15.1,0.06,42.0,162.0,99.705,3.24,0.52,white
7.2,0.28,0.38,2.0,52,23.0,156.0,9.912,3.13,0.52,white
7.9,0.21,0.39,2.0,57,21.0,138.0,99.176,03.05,0.52,white
7.0,0.3,0.28,2.2,42,21.0,177.0,99.166,3.2,0.57,white
7.4,0.34,0.28,12.1,49,31.0,149.0,99.677,3.22,0.49,white
6.3,0.43,0.32,8.8,42,18.0,106.0,99.172,3.28,0.33,white
6.8,0.41,0.3,8.8,45,28.0,131.0,9.953,3.12,0.59,white
6.3,0.4,0.24,5.1,36,43.0,131.0,99.186,3.24,0.44,white
5.1,0.35,0.26,6.8,34,36.0,120.0,99.188,3.38,0.4,white
5.1,0.35,0.26,6.8,34,36.0,120.0,99.188,3.38,0.4,white
6.3,0.3,0.2,3.7,39,34.0,132.0,99.158,3.0,0.38,white
6.9,0.28,0.28,12.2,42,52.0,139.0,99.522,03.03,0.56,white
7.0,0.33,0.28,5.7,33,39.0,204.0,99.176,3.17,0.64,white
6.7,0.26,0.49,8.1,52,48.0,197.0,99.558,3.19,0.48,white
7.3,0.24,0.3,2.5,42,31.0,104.0,9.911,03.05,0.56,white
6.7,0.46,0.21,4.0,34,12.0,88.0,99.016,3.26,0.54,white
5.1,0.35,0.26,6.8,34,36.0,120.0,99.188,3.38,0.4,white
5.1,0.23,0.18,1.0,53,13.0,99.0,98.956,3.22,0.39,white
6.3,0.4,0.24,5.1,36,43.0,131.0,99.186,3.24,0.44,white
7.1,0.44,0.23,5.8,35,24.0,100.0,99.062,3.15,0.57,white
4.8,0.26,0.23,10.6,34,23.0,111.0,99.274,3.46,0.28,white
6.8,0.31,0.19,3.5,86,30.0,130.0,993,2.83,0.44,white
6.8,0.31,0.19,3.5,86,30.0,130.0,993,2.83,0.44,white
7.0,0.15,0.29,16.4,58,45.0,110.0,9.978,3.15,0.37,white
6.5,0.41,0.22,4.8,52,49.0,142.0,9.946,3.14,0.62,white
6.2,0.31,0.23,3.3,52,34.0,113.0,99.429,3.16,0.48,white
8.0,0.27,0.33,1.2,0.05,41.0,103.0,99.002,3.0,0.45,white
8.0,0.27,0.33,1.2,0.05,41.0,103.0,99.002,3.0,0.45,white
6.5,0.41,0.22,4.8,52,49.0,142.0,9.946,3.14,0.62,white
6.2,0.31,0.23,3.3,52,34.0,113.0,99.429,3.16,0.48,white
6.7,0.37,0.25,2.5,28,24.0,84.0,9.909,3.14,0.36,white
6.6,0.21,0.5,8.7,36,41.0,191.0,99.294,2.96,0.56,white
7.5,0.26,0.31,1.6,32,36.0,109.0,99.044,2.97,0.43,white
7.5,0.34,0.28,4.0,28,46.0,100.0,98.958,3.2,0.5,white
6.7,0.37,0.25,2.5,28,24.0,84.0,9.909,3.14,0.36,white
6.4,0.32,0.23,16.2,55,36.0,176.0,9.986,3.26,0.54,white
6.7,0.24,0.32,9.0,23,20.0,109.0,99.262,3.34,0.35,white
6.4,0.32,0.23,16.2,55,36.0,176.0,9.986,3.26,0.54,white
7.1,0.39,0.79,1.4,194,23.0,90.0,99.212,3.17,0.46,white
8.2,0.31,0.43,7.0,47,18.0,87.0,99.628,3.23,0.64,white
6.7,0.24,0.32,9.0,23,20.0,109.0,99.262,3.34,0.35,white
5.9,0.17,0.29,3.1,0.03,32.0,123.0,98.913,3.41,0.33,white
5.9,0.2,0.23,1.5,37,38.0,93.0,99.021,3.36,0.49,white
6.6,0.32,0.26,4.6,31,26.0,120.0,99.198,3.4,0.73,white
5.9,0.12,0.27,4.8,0.03,40.0,110.0,99.226,3.55,0.68,white
5.9,0.18,0.29,4.6,32,68.0,137.0,99.159,3.21,0.38,white
5.9,0.2,0.23,1.5,37,38.0,93.0,99.021,3.36,0.49,white
5.4,0.17,0.27,2.7,49,28.0,104.0,99.224,3.46,0.55,white
6.1,0.21,0.3,6.3,39,47.0,136.0,99.068,3.27,0.31,white
7.3,0.25,0.26,7.2,48,52.0,207.0,99.587,3.12,0.37,white
7.3,0.25,0.26,7.2,48,52.0,207.0,99.587,3.12,0.37,white
6.2,0.22,0.3,12.4,54,108.0,152.0,99.728,3.1,0.47,white
6.5,0.27,0.19,6.6,45,98.0,175.0,99.364,3.16,0.34,white
6.5,0.27,0.19,6.6,45,98.0,175.0,99.364,3.16,0.34,white
6.6,0.39,0.22,4.0,38,17.0,98.0,99.018,3.25,0.53,white
6.0,0.31,0.38,4.8,0.04,41.0,101.0,98.968,3.24,0.56,white
8.4,0.23,0.32,1.3,48,59.0,113.0,99.178,3.1,0.55,white
7.3,0.25,0.26,7.2,48,52.0,207.0,99.587,3.12,0.37,white
6.0,0.22,0.25,11.1,56,112.0,177.0,9.961,03.08,0.36,white
6.2,0.22,0.3,12.4,54,108.0,152.0,99.728,3.1,0.47,white
6.1,0.23,0.27,9.8,55,74.0,134.0,99.534,3.16,0.4,white
6.5,0.27,0.19,6.6,45,98.0,175.0,99.364,3.16,0.34,white
7.3,0.36,0.54,13.3,54,63.0,193.0,99.864,03.06,0.49,white
7.6,0.37,0.51,11.7,94,58.0,181.0,99.776,2.91,0.51,white
6.7,0.26,0.51,8.0,62,50.0,194.0,99.545,3.13,0.5,white
7.4,0.22,0.27,1.6,57,45.0,98.0,99.299,3.29,0.44,white
6.1,0.22,0.28,16.55,59,54.0,135.0,99.665,3.2,0.38,white
7.1,0.28,0.31,1.5,53,20.0,98.0,99.069,3.15,0.5,white
6.5,0.35,0.31,10.2,69,58.0,170.0,99.692,3.18,0.49,white
6.8,0.73,0.2,6.6,54,25.0,65.0,99.324,3.12,0.28,white
6.0,0.28,0.24,17.8,47,42.0,111.0,99.896,3.1,0.45,white
6.0,0.28,0.24,17.8,47,42.0,111.0,99.896,3.1,0.45,white
7.1,0.2,0.37,1.5,49,28.0,129.0,99.226,3.15,0.52,white
6.8,0.33,0.31,7.4,45,34.0,143.0,99.226,03.06,0.55,white
6.0,0.28,0.24,17.8,47,42.0,111.0,99.896,3.1,0.45,white
7.2,0.24,0.36,2.0,29,21.0,63.0,99.076,3.13,0.63,white
6.8,0.33,0.31,7.4,45,34.0,143.0,99.226,03.06,0.55,white
7.2,0.24,0.36,2.0,29,21.0,63.0,99.076,3.13,0.63,white
6.0,0.28,0.24,17.8,47,42.0,111.0,99.896,3.1,0.45,white
6.2,0.27,0.26,12.1,46,43.0,127.0,9.951,3.16,0.37,white
6.4,0.38,0.26,8.2,43,28.0,98.0,99.234,2.99,0.31,white
7.1,0.2,0.37,1.5,49,28.0,129.0,99.226,3.15,0.52,white
6.0,0.21,0.3,8.7,36,47.0,127.0,99.368,3.18,0.39,white
7.0,0.34,0.1,3.5,44,17.0,63.0,9.937,03.01,0.39,white
5.9,435,0.16,6.4,31,21.0,134.0,99.151,3.24,0.46,white
7.0,0.25,0.33,2.1,21,17.0,76.0,99.021,3.26,0.45,white
6.7,0.26,0.29,7.7,38,40.0,179.0,99.479,3.23,0.56,white
7.0,0.24,0.3,12.3,35,72.0,172.0,9.954,2.99,0.57,white
8.5,0.23,0.34,1.3,35,54.0,110.0,99.176,03.07,0.55,white
6.0,0.21,0.3,8.7,36,47.0,127.0,99.368,3.18,0.39,white
7.0,0.34,0.1,3.5,44,17.0,63.0,9.937,03.01,0.39,white
4.8,0.65,0.12,1.1,13,4.0,10.0,99.246,3.32,0.36,white
6.1,0.22,0.38,2.8,144,12.0,65.0,9.908,2.95,0.64,white
5.8,0.27,0.26,3.5,71,26.0,69.0,98.994,3.1,0.38,white
5.0,455,0.18,1.9,36,33.0,106.0,98.746,3.21,0.83,white
6.5,0.33,0.3,3.8,36,34.0,88.0,99.028,3.25,0.63,white
6.5,0.33,0.3,3.8,36,34.0,88.0,99.028,3.25,0.63,white
6.7,0.31,0.3,2.4,38,30.0,83.0,98.867,03.09,0.36,white
6.2,0.39,0.24,4.8,37,45.0,138.0,99.174,3.23,0.43,white
6.2,0.39,0.24,4.8,37,45.0,138.0,99.174,3.23,0.43,white
7.1,0.37,0.3,6.2,0.04,49.0,139.0,99.021,3.17,0.27,white
7.2,0.23,0.82,1.3,149,70.0,109.0,99.304,2.93,0.42,white
6.5,0.33,0.3,3.8,36,34.0,88.0,99.028,3.25,0.63,white
7.2,0.25,0.32,1.5,54,24.0,105.0,99.154,3.17,0.48,white
6.2,0.39,0.24,4.8,37,45.0,138.0,99.174,3.23,0.43,white
4.7,455,0.18,1.9,36,33.0,106.0,98.746,3.21,0.83,white
7.1,0.37,0.3,6.2,0.04,49.0,139.0,99.021,3.17,0.27,white
6.2,0.28,0.51,7.9,56,49.0,206.0,9.956,3.18,0.52,white
6.4,0.35,0.28,1.6,37,31.0,113.0,98.779,3.12,0.4,white
6.6,0.31,0.28,1.4,35,28.0,107.0,98.836,3.0,0.4,white
7.4,0.25,0.37,2.6,0.05,24.0,132.0,99.138,03.04,0.53,white
7.3,0.36,0.34,14.8,57,46.0,173.0,99.751,3.14,0.57,white
6.7,0.31,0.3,2.4,38,30.0,83.0,98.867,03.09,0.36,white
8.6,0.31,0.3,0.9,45,16.0,109.0,99.249,2.95,0.39,white
8.6,0.31,0.3,0.9,45,16.0,109.0,99.249,2.95,0.39,white
8.6,0.22,0.33,1.2,31,38.0,95.0,99.239,2.83,0.31,white
6.9,0.14,0.29,9.9,56,30.0,91.0,99.512,3.19,0.33,white
6.5,0.22,0.31,3.9,46,17.0,106.0,99.098,3.15,0.31,white
6.6,0.32,0.47,15.6,63,27.0,173.0,99.872,3.18,0.56,white
6.6,0.32,0.47,15.6,63,27.0,173.0,99.872,3.18,0.56,white
6.1,0.28,0.26,1.5,0.03,25.0,101.0,98.894,03.03,0.41,white
6.2,0.3,0.28,1.6,36,28.0,106.0,988.245,3.14,0.41,white
6.9,0.22,0.28,7.8,0.05,43.0,116.0,99.326,3.22,0.6,white
8.7,0.31,0.21,5.6,39,28.0,67.0,99.328,2.96,0.52,white
7.3,0.27,0.3,1.3,0.04,26.0,84.0,99.222,3.28,0.53,white
7.0,0.46,0.2,16.7,46,50.0,184.0,99.898,03.08,0.56,white
5.7,0.23,0.25,7.95,42,16.0,108.0,99.486,3.44,0.61,white
6.5,0.36,0.36,6.7,185,51.5,151.0,99.528,3.17,0.42,white
8.2,0.18,0.38,1.1,0.04,41.0,92.0,99.062,2.88,0.6,white
6.2,0.27,0.32,6.3,48,47.0,159.0,99.282,3.21,0.6,white
6.9,0.4,0.37,8.9,53,36.0,148.0,996,3.16,0.5,white
4.9,345,0.34,1.0,68,32.0,143.0,99.138,3.24,0.4,white
7.2,0.23,0.39,1.5,53,26.0,106.0,99.166,3.18,0.47,white
